Image_No,Item_description_english,Item_description_german,"food_num","processing_num","taste_num","category_num",protein_100g,fat_100g,carbs_100g,kcal_100g,no_items_image,gramms_total,protein_total,fat_total,carbs_total,Kcal_total,red,green,blue,object size,intensity,sd,complexity,norm. Complexity,medianpower,Recognizability,Familiarity,Valence,Arousal,Complexity,Palatability,Craving,Recognizability_Omnivor_Male,Recognizability_Omnivor_Female,Recognizability_Vegetarian_Male,Recognizability_Vegetarian_Female,Familiarity_Omnivor_Male,Familiarity_Omnivor_Female,Familiarity_Vegetarian_Male,Familiarity_Vegetarian_Female,Valence_Omnivor_Male,Valence_Omnivor_Female,Valence_Vegetarian_Male,Valence_Vegetarian_Female,Arousal_Omnivor_Male,Arousal_Omnivor_Female,Arousal_Vegetarian_Male,Arousal_Vegetarian_Female,Complexity_Omnivor_Male,Complexity_Omnivor_Female,Complexity_Vegetarian_Male,Complexity_Vegetarian_Female,Palatability_Omnivor_Male,Palatability_Omnivor_Female,Palatability_Vegetarian_Male,Palatability_Vegetarian_Female,Craving_Omnivor_Male,Craving_Omnivor_Female,Craving_Vegetarian_Male,Craving_Vegetarian_Female,,,
1143,ball pen ,Kugelschreiber ,2,,,26,,,,,,,,,,,0.193171165,0.395509331,0.411319504,0.174592593,17.04858519,56.08698273,0.056962963,0.326262198,15.66824913,100.0,100.0,49.0,21.7,24.5,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,46.3,49.1,44.0,53.9,31.6,14.7,11.0,25.9,26.1,24.8,26.3,20.9,,,,,,,,,,,
1144,"book, open ","Buch, offen ",2,,,24,,,,,,,,,,,0.366945057,0.338509384,0.294545559,0.299314815,16.85917037,32.18702316,0.065462963,0.218709398,16.09754372,98.9,99.6,59.9,31.9,46.0,,,100.0,98.9,100.0,96.7,100.0,100.0,100.0,98.0,56.4,59.4,59.7,66.8,25.4,32.9,43.3,34.9,38.9,47.1,49.8,52.8,,,,,,,,,,,
1145,"books, closed ","Bücher, geschlossen ",2,,,24,,,,,,,,,,,0.393297323,0.32059985,0.286102827,0.412925926,42.00407778,72.11964417,0.062777778,0.152031572,15.86464119,98.2,94.8,63.3,33.9,35.2,,,93.3,99.4,200.0,100.0,100.0,94.1,200.0,91.7,61.6,66.8,,58.2,40.0,33.7,,29.1,38.8,30.2,,41.4,,,,,,,,,,,
1146,clipboard ,Klemmbrett ,2,,,26,,,,,,,,,,,0.493837017,0.318917615,0.187245368,0.386307407,57.93334815,34.94239044,0.030166667,0.078089796,16.15454483,99.5,99.9,39.2,9.9,10.9,,,98.7,99.7,100.0,100.0,100.0,99.9,100.0,100.0,43.2,41.0,45.5,28.0,14.1,8.2,4.4,10.0,7.5,11.6,14.8,12.2,,,,,,,,,,,
1147,briefcase,Aktentasche,2,,,26,,,,,,,,,,,0.489940114,0.311309272,0.198750614,0.360366667,36.58374444,37.61347961,0.045611111,0.126568618,15.82219219,100.0,100.0,43.3,25.5,37.6,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,45.5,41.1,39.4,46.4,21.6,24.6,14.8,36.0,41.4,33.8,42.2,37.5,,,,,,,,,,,
1148,phone,Telefon,2,,,26,,,,,,,,,,,0.294870483,0.332106808,0.373022708,0.422625926,66.08614444,71.69831848,0.114425926,0.270749897,17.02467346,99.9,100.0,49.5,23.0,51.1,,,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,45.9,52.2,47.5,48.7,29.5,17.8,30.0,24.1,55.7,47.9,74.5,46.7,,,,,,,,,,,
1149,magnifying glass,Lupe,2,,,26,,,,,,,,,,,0.319070759,0.3697101,0.311219141,0.292903704,23.38655926,72.68519592,0.064759259,0.221094027,15.84451771,96.2,95.8,44.4,16.6,24.1,,,92.1,97.8,100.0,97.4,86.9,99.8,100.0,98.6,46.5,48.2,31.5,38.6,13.5,17.6,25.0,15.0,21.1,29.3,11.3,23.0,,,,,,,,,,,
1150,money,Geld,2,,,26,,,,,,,,,,,0.495427263,0.334985931,0.169586807,0.278114815,25.94291481,44.77035904,0.093796296,0.337257461,16.8501091,97.4,99.9,64.0,44.3,28.7,,,90.0,99.8,100.0,99.2,100.0,99.8,100.0,100.0,69.1,66.7,45.2,58.8,41.1,51.6,27.5,38.1,23.5,27.5,15.3,40.5,,,,,,,,,,,
1151,"pen, open ","Füller, offen ",2,,,26,,,,,,,,,,,0.334924276,0.352899456,0.312176268,0.16352963,23.06322222,79.36341095,0.047055556,0.287749417,16.2215786,100.0,100.0,49.9,23.6,31.3,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41.9,50.3,50.5,58.4,21.2,19.5,39.4,26.7,27.9,32.9,35.3,30.3,,,,,,,,,,,
1152,monthly planner,Terminplaner,2,,,26,,,,,,,,,,,0.33644049,0.336810111,0.326749399,0.512011111,31.47091111,85.28974915,0.081777778,0.159718756,16.22345924,93.7,99.9,46.8,20.3,33.7,,,96.2,98.2,75.0,86.4,100.0,99.9,100.0,100.0,44.2,47.1,37.5,54.7,20.5,18.6,17.5,26.4,18.8,41.3,30.5,35.8,,,,,,,,,,,
1153,clipboard ,Klemmbrett ,2,,,26,,,,,,,,,,,0.358972792,0.334922612,0.306104596,0.512366667,19.1031963,61.92832184,0.058740741,0.114645906,15.87130356,100.0,100.0,43.0,17.6,21.8,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,43.5,42.7,59.1,38.9,22.8,16.5,29.1,9.8,20.9,23.9,37.4,14.7,,,,,,,,,,,
1154,adhesive tape,Klebebandroller,2,,,26,,,,,,,,,,,0.582728535,0.236971322,0.180300143,0.481748148,59.94412963,48.65525055,0.069944444,0.145188819,15.76840305,93.7,98.1,45.6,10.2,33.1,,,94.2,90.4,100.0,100.0,98.1,97.2,100.0,100.0,47.5,45.4,50.0,42.0,9.1,11.4,10.0,9.4,42.8,27.1,11.0,33.8,,,,,,,,,,,
1155,paper clips ,Heftklammern,2,,,26,,,,,,,,,,,0.36536225,0.329607404,0.305030346,0.342611111,27.82247407,79.30097198,0.168777778,0.49262202,18.94968414,97.8,100.0,48.0,16.3,26.8,,,94.1,98.0,100.0,100.0,100.0,100.0,100.0,100.0,47.5,47.5,34.7,52.6,20.1,13.1,9.0,19.9,18.7,20.4,68.0,32.1,,,,,,,,,,,
1156,calculator,Taschenrechner ,2,,,26,,,,,,,,,,,0.355242465,0.241246417,0.403511117,0.565962963,77.15878519,43.14979553,0.096907407,0.171225705,17.13906097,99.3,99.7,41.5,22.1,53.0,,,98.1,100.0,100.0,99.3,100.0,99.3,100.0,100.0,38.4,42.1,37.0,46.1,14.8,17.3,21.3,40.5,56.6,43.7,72.3,57.5,,,,,,,,,,,
1157,butterfly ,Schmetterling ,2,,,22,,,,,,,,,,,0.459971681,0.348189405,0.191838914,0.505081481,35.96425556,63.26436234,0.158240741,0.313297451,17.28246689,99.6,95.9,61.8,36.0,55.3,,,100.0,99.0,100.0,100.0,98.6,99.0,75.0,93.8,48.9,64.8,65.0,71.7,24.4,39.9,41.5,40.5,51.5,50.2,82.5,60.8,,,,,,,,,,,
1158,butterfly ,Schmetterling ,2,,,22,,,,,,,,,,,0.536246579,0.428609044,0.035144378,0.509959259,29.97382222,29.15078735,0.042925926,0.084175206,15.92213631,99.6,96.4,66.5,38.1,45.7,,,100.0,99.6,100.0,99.2,95.4,99.6,100.0,90.8,56.2,69.1,12.0,78.0,24.9,41.3,52.0,45.7,49.6,41.8,51.0,48.4,,,,,,,,,,,
1159,grasshopper,Heuschrecke,2,,,22,,,,,,,,,,,0.397491637,0.399960787,0.202547577,0.112340741,9.045644444,51.92743301,0.040981481,0.364796255,15.39735317,95.1,100.0,34.3,23.7,51.1,,,100.0,94.0,100.0,91.7,100.0,100.0,100.0,100.0,35.5,31.5,35.5,37.8,20.8,23.7,54.8,21.1,60.4,43.6,71.5,52.5,,,,,,,,,,,
1160,rhino,Nashorn,2,,,22,,,,,,,,,,,0.367991131,0.33055817,0.301450699,0.409792593,60.53887778,52.81971741,0.060314815,0.147183761,16.50667572,100.0,100.0,56.4,32.3,49.8,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.3,57.0,61.3,63.5,26.2,32.5,26.6,43.5,50.5,42.0,63.2,61.2,,,,,,,,,,,
1161,fish ,Fisch ,2,,,22,,,,,,,,,,,0.327191922,0.33993007,0.332878008,0.423092593,43.14065185,51.78387451,0.048611111,0.114894735,16.46385956,97.4,96.2,54.8,32.6,52.5,,,100.0,97.3,100.0,91.5,96.7,93.9,100.0,99.0,60.3,50.8,54.3,55.4,40.1,32.4,14.4,30.4,54.8,52.3,50.3,50.2,,,,,,,,,,,
1162,fish ,Fisch ,2,,,22,,,,,,,,,,,0.184742687,0.379788707,0.435468606,0.283340741,25.99649259,38.31332016,0.035666667,0.125879062,15.61444569,97.6,93.4,59.4,32.3,43.5,,,94.7,98.2,100.0,100.0,90.2,94.0,100.0,95.2,56.0,57.5,75.0,65.2,24.6,33.3,47.5,37.5,40.9,45.5,32.5,45.4,,,,,,,,,,,
1163,butterfly 3,Schmetterling 3,2,,,22,,,,,,,,,,,0.426904147,0.322411863,0.25068399,0.305148148,45.01396296,79.26071167,0.055944444,0.183335356,16.6450634,94.8,95.8,59.4,37.4,54.5,,,94.4,97.9,100.0,88.6,94.4,99.8,100.0,89.3,52.3,61.1,47.0,67.1,26.9,38.3,37.5,48.1,43.8,59.9,84.5,51.6,,,,,,,,,,,
1164,butterfly 4,Schmetterling 4,2,,,22,,,,,,,,,,,0.557249882,0.276675547,0.166074572,0.307751852,41.799,48.74650192,0.05687037,0.184792943,16.29820061,97.1,98.7,61.2,36.9,56.0,,,98.7,95.5,100.0,97.0,100.0,96.9,100.0,100.0,50.9,63.6,61.8,69.8,29.0,42.9,26.8,38.9,52.5,54.4,83.0,55.8,,,,,,,,,,,
1165,butterfly 5,Schmetterling 5,2,,,22,,,,,,,,,,,0.370325847,0.322660435,0.307013717,0.344266667,59.10292593,67.82852936,0.055481481,0.161158447,16.97799873,99.1,99.7,57.2,31.9,51.9,,,100.0,98.6,100.0,98.9,100.0,99.8,100.0,98.9,53.2,59.0,89.0,54.5,25.8,33.9,63.0,32.3,62.2,52.1,50.0,36.3,,,,,,,,,,,
1166,butterfly  6,Schmetterling 6,2,,,22,,,,,,,,,,,0.372908175,0.397338537,0.229753289,0.426074074,64.07750741,76.47415924,0.084592593,0.198539638,17.48336792,99.3,94.3,61.6,39.9,50.2,,,100.0,98.9,100.0,99.2,89.3,97.7,100.0,94.2,56.1,65.0,61.5,62.6,46.4,39.5,47.0,32.4,44.9,52.7,73.0,50.4,,,,,,,,,,,
1167,horse,Pferd,2,,,22,,,,,,,,,,,0.48835101,0.284840429,0.226808561,0.288014815,41.81718889,66.14080048,0.059592593,0.206908081,16.05684853,99.9,100.0,62.6,38.9,49.3,,,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,59.9,65.4,33.5,66.8,35.1,39.8,13.0,47.3,52.6,44.2,51.5,53.5,,,,,,,,,,,
1168,butterfly 7,Schmetterling 7,2,,,22,,,,,,,,,,,0.508583761,0.290671924,0.200744314,0.309388889,42.74645926,76.52934265,0.095296296,0.308014605,17.39280128,96.4,97.0,60.0,36.5,58.7,,,100.0,92.1,100.0,99.3,98.3,94.7,100.0,99.3,60.6,62.7,49.7,56.7,30.0,38.8,32.0,43.4,55.0,62.9,67.0,51.6,,,,,,,,,,,
1169,bird ,Eistaucher / Vogel ,2,,,22,,,,,,,,,,,0.322201784,0.326175386,0.35162283,0.181818519,23.25543333,67.36960602,0.047592593,0.261758775,16.16848183,95.1,86.5,66.7,40.9,63.2,,,91.7,94.4,100.0,99.0,86.3,82.6,75.0,95.5,61.9,64.2,69.0,75.8,40.0,36.3,36.3,50.8,63.3,61.7,51.0,67.7,,,,,,,,,,,
1170,butterfly 8 ,Schmetterling 8,2,,,22,,,,,,,,,,,0.513833708,0.206666874,0.279499419,0.495114815,87.98231852,64.23822784,0.075518519,0.152527285,17.71260071,99.8,98.6,64.3,37.4,52.3,,,100.0,100.0,100.0,98.7,100.0,100.0,100.0,90.4,51.3,72.1,81.2,66.2,25.9,40.5,52.5,50.1,49.3,47.2,84.0,58.4,,,,,,,,,,,
1171,elephant,Elefant,2,,,22,,,,,,,,,,,0.411510462,0.316681046,0.271808491,0.411925926,64.73872963,73.95563507,0.082388889,0.200008991,17.28726959,100.0,100.0,67.3,35.2,53.7,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,65.4,64.5,76.4,69.1,28.5,32.1,53.0,38.6,58.6,46.6,61.3,55.5,,,,,,,,,,,
1172,butterfly  9,Schmetterling  9,2,,,22,,,,,,,,,,,0.289092786,0.283683592,0.427223621,0.310151852,51.06028889,76.08259583,0.067833333,0.21871007,17.19468307,98.0,99.2,66.1,38.7,58.5,,,100.0,96.3,100.0,98.0,100.0,99.1,100.0,98.0,55.9,70.9,32.0,78.0,25.0,43.6,37.5,48.3,49.7,56.7,64.0,73.8,,,,,,,,,,,
1173,butterfly  10,Schmetterling 10,2,,,22,,,,,,,,,,,0.429908769,0.32892927,0.241161962,0.38602963,69.4599037,61.9970932,0.056259259,0.145738189,17.39225197,97.3,91.9,55.3,36.5,51.6,,,92.3,98.8,100.0,100.0,88.9,98.9,100.0,80.0,41.6,65.1,55.0,54.6,30.7,38.2,20.0,46.0,50.4,53.9,38.0,53.1,,,,,,,,,,,
1174,butterfly 11,Schmetterling 11,2,,,22,,,,,,,,,,,0.362334471,0.332450428,0.305215101,0.319233333,24.43398148,44.45455933,0.078944444,0.247293864,16.78823471,95.1,89.6,61.4,40.0,52.1,,,89.4,96.8,100.0,96.1,87.6,95.7,33.3,92.1,48.7,64.4,45.7,71.4,23.8,38.8,28.7,61.0,51.6,50.6,45.3,57.0,,,,,,,,,,,
1175,snake,Schlange,2,,,22,,,,,,,,,,,0.412466429,0.436397302,0.151136269,0.46652963,50.34014074,56.86279678,0.096111111,0.206012877,18.28835678,98.3,98.7,31.0,41.9,51.6,,,97.4,99.4,100.0,95.0,97.4,100.0,100.0,96.3,28.8,27.8,37.0,41.2,42.6,35.9,55.8,49.3,41.7,46.2,72.6,74.1,,,,,,,,,,,
1176,turtle,Schildkröte,2,,,22,,,,,,,,,,,0.432566815,0.331518242,0.235914942,0.311155556,34.79869259,52.86600876,0.091148148,0.292934343,17.25492287,99.9,100.0,62.1,30.8,52.1,,,100.0,99.8,100.0,100.0,100.0,100.0,100.0,100.0,61.5,56.7,71.3,71.1,30.3,31.6,19.3,32.3,49.8,50.0,46.3,60.2,,,,,,,,,,,
1177,chick,Küken,2,,,22,,,,,,,,,,,0.365609306,0.320567648,0.313823046,0.351214815,15.96571852,36.80286789,0.048018519,0.136721222,15.71876144,99.3,97.8,54.6,29.0,47.0,,,100.0,98.4,100.0,100.0,91.7,100.0,100.0,100.0,44.0,55.1,50.3,68.8,14.9,31.2,28.0,43.0,38.8,43.9,52.3,63.2,,,,,,,,,,,
1178,butterfly 12,Schmetterling 12,2,,,22,,,,,,,,,,,0.452464761,0.343607383,0.203927856,0.369714815,40.36193704,66.61616516,0.147074074,0.397804113,17.86233902,96.8,96.8,61.9,35.4,61.2,,,98.5,94.9,100.0,98.8,97.0,95.2,100.0,100.0,58.9,65.1,11.5,63.2,26.2,40.0,25.5,36.5,65.6,62.2,43.0,55.1,,,,,,,,,,,
1179,dog 1,Hund 1,2,,,22,,,,,,,,,,,0.387997087,0.33080242,0.281200492,0.294611111,39.47270741,51.04676819,0.076240741,0.258784336,17.03845215,98.9,100.0,61.9,41.3,54.1,,,100.0,99.0,100.0,96.3,100.0,100.0,100.0,100.0,58.3,63.4,55.1,68.6,40.8,43.3,47.5,34.3,55.1,54.3,38.5,60.6,,,,,,,,,,,
1180,dog 2,Hund 2,2,,,22,,,,,,,,,,,0.340512828,0.330699269,0.328787903,0.254059259,18.19444444,46.64724731,0.053,0.208612747,15.27039814,99.6,99.6,63.1,40.1,51.9,,,99.2,99.7,100.0,100.0,98.5,100.0,100.0,100.0,65.0,63.5,16.0,64.2,40.7,44.6,29.0,33.2,47.4,53.0,45.0,55.5,,,,,,,,,,,
1181,dog 3,Hund 3,2,,,22,,,,,,,,,,,0.299621016,0.399247148,0.301131835,0.325911111,58.15354074,67.55059052,0.072203704,0.221544161,16.5139637,100.0,99.3,67.4,49.2,52.4,,,100.0,100.0,100.0,100.0,97.6,100.0,100.0,100.0,64.8,72.9,47.0,66.3,38.9,50.0,62.7,57.8,42.9,55.8,66.7,54.6,,,,,,,,,,,
1182,butterfly,Schrecke,2,,,22,,,,,,,,,,,0.35099915,0.433113075,0.215887775,0.219903704,23.12945556,62.23498535,0.079666667,0.362279786,18.00206947,60.4,24.8,48.8,36.7,68.7,,,61.6,61.6,75.0,52.0,20.2,16.3,75.0,42.6,43.7,52.6,52.5,46.1,27.0,34.9,38.0,56.1,64.4,67.0,75.5,78.6,,,,,,,,,,,
1183,fox,Fuchs,2,,,22,,,,,,,,,,,0.386480833,0.31586399,0.297655178,0.256962963,22.04510741,80.08571625,0.050944444,0.198255982,15.79860973,98.9,97.8,59.4,40.3,44.1,,,96.4,100.0,100.0,100.0,100.0,94.7,100.0,100.0,52.0,58.9,61.0,70.5,40.0,39.7,9.5,47.8,43.6,38.7,39.5,56.1,,,,,,,,,,,
1184,ice bear,Eisbär,2,,,22,,,,,,,,,,,0.362375805,0.334907289,0.302716906,0.373766667,39.14506296,56.47404099,0.037907407,0.101419979,15.45248222,100.0,99.2,58.9,43.7,54.6,,,100.0,100.0,100.0,100.0,96.3,100.0,100.0,100.0,53.5,57.5,62.5,64.7,34.9,42.6,65.1,43.1,38.8,55.6,68.2,59.9,,,,,,,,,,,
1185,cat,Katze,2,,,22,,,,,,,,,,,0.355743672,0.327510908,0.31674542,0.212962963,19.46193333,64.78865051,0.059777778,0.280695652,15.26745987,100.3,100.3,73.1,47.0,51.1,,,100.9,100.0,100.0,100.0,100.9,100.0,100.0,100.0,59.4,82.6,32.0,82.4,28.9,56.2,18.5,60.2,35.7,51.5,80.5,64.5,,,,,,,,,,,
1186,dog 4,Hund 4,2,,,22,,,,,,,,,,,0.371468157,0.323939797,0.304592046,0.143625926,21.54875185,59.04553604,0.047666667,0.331880657,15.63574886,100.0,100.0,66.0,49.7,57.1,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.9,70.7,63.0,67.4,47.7,50.0,60.5,50.1,50.7,62.0,54.0,58.8,,,,,,,,,,,
1187,snail shell,Schneckenhaus,2,,,22,,,,,,,,,,,0.456802119,0.308043151,0.235154729,0.36467037,31.19858889,41.54572678,0.041462963,0.113699841,16.02076721,98.9,99.5,58.8,35.8,45.6,,,98.2,98.4,100.0,100.0,98.2,99.8,100.0,100.0,53.6,59.2,59.7,64.4,32.5,35.0,47.3,33.4,42.2,38.3,65.0,52.0,,,,,,,,,,,
1188,shell,Muschel,2,,,22,,,,,,,,,,,0.453858665,0.311443411,0.234697924,0.428103704,32.01672593,57.2266655,0.126833333,0.296267779,17.13798141,98.1,96.7,59.4,39.0,38.9,,,96.2,97.9,100.0,100.0,100.0,94.7,90.0,100.0,44.9,63.2,73.8,64.1,35.7,42.3,44.2,33.8,33.3,38.8,37.0,48.3,,,,,,,,,,,
1189,penguin,Pinguin,2,,,22,,,,,,,,,,,0.359118215,0.320518724,0.320363061,0.203437037,16.95985185,66.47255707,0.032648148,0.160482814,16.04790306,100.0,99.3,69.1,41.1,50.6,,,100.0,100.0,100.0,100.0,97.4,100.0,100.0,100.0,70.5,71.1,55.2,66.8,38.4,41.6,30.5,48.3,51.5,47.3,63.5,53.0,,,,,,,,,,,
1190,butterfly 13 moth,Schmetterling 13 Motte,2,,,22,,,,,,,,,,,0.498056673,0.303374217,0.19856911,0.298107407,39.3161,65.6556778,0.078722222,0.264073352,17.29098511,98.9,98.8,66.6,42.0,55.5,,,100.0,100.0,75.0,100.0,100.0,99.8,75.0,100.0,63.1,70.0,84.8,62.4,34.7,43.1,79.3,43.2,43.6,57.7,85.0,62.8,,,,,,,,,,,
1191,butterfly 14 moth,Schmetterling 14 Motte,2,,,22,,,,,,,,,,,0.439409065,0.301341257,0.259249677,0.362425926,45.72347037,67.82949066,0.078851852,0.217566808,16.64954948,96.4,94.3,67.5,40.0,53.5,,,88.5,99.8,200.0,98.7,87.3,95.6,200.0,99.2,63.7,68.4,,69.9,42.4,38.3,,40.4,49.2,52.9,,58.9,,,,,,,,,,,
1192,frog,Frosch,2,,,22,,,,,,,,,,,0.411690375,0.427637766,0.160671859,0.378722222,52.49357778,58.01308441,0.075240741,0.198669992,17.59220123,100.0,96.5,43.6,24.5,43.8,,,100.0,100.0,100.0,100.0,87.5,100.0,100.0,100.0,41.0,43.4,64.3,43.0,18.9,27.2,20.8,27.0,38.8,45.2,24.0,50.5,,,,,,,,,,,
1193,bird ,Vogel ,2,,,22,,,,,,,,,,,0.374749992,0.325511222,0.299738786,0.250381481,27.94598148,60.5085907,0.072537037,0.289706078,16.2690773,97.0,96.1,60.5,37.3,52.0,,,100.0,96.3,100.0,95.1,97.0,96.0,100.0,95.1,59.2,59.3,64.3,63.2,37.4,31.7,40.3,45.8,47.5,46.9,45.3,64.7,,,,,,,,,,,
1194,measuring cup,Messbecher,2,,,25,,,,,,,,,,,0.34506003,0.335625951,0.319314019,0.489681481,40.29460741,31.85717964,0.061925926,0.126461646,16.82986832,99.2,99.3,43.5,11.1,22.6,,,98.0,99.9,100.0,98.5,98.0,100.0,100.0,98.5,40.4,42.8,47.8,45.3,9.5,10.6,23.0,8.9,22.9,22.0,26.1,22.2,,,,,,,,,,,
1195,cooking pot ,Kochtopf ,2,,,25,,,,,,,,,,,0.355933623,0.341629078,0.302437299,0.434133333,41.57508889,53.52963257,0.062833333,0.144732801,16.62588501,100.0,100.0,52.4,18.7,17.6,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.9,51.4,67.3,50.2,13.7,16.4,40.0,22.8,11.9,16.7,28.9,23.5,,,,,,,,,,,
1196,cup,Tasse,2,,,25,,,,,,,,,,,0.467945206,0.309300372,0.222754422,0.413362963,53.83134815,39.69155502,0.061740741,0.149362053,15.85962582,98.4,98.7,48.7,16.5,20.2,,,100.0,96.6,100.0,100.0,100.0,97.2,100.0,100.0,33.6,55.5,55.5,49.6,14.5,15.2,38.3,16.4,17.9,18.6,19.5,25.5,,,,,,,,,,,
1197,pot ,Kanne ,2,,,25,,,,,,,,,,,0.344060161,0.331348031,0.324591808,0.31742963,16.38684815,61.29484558,0.079462963,0.250332532,17.55130386,97.4,99.7,56.0,26.3,37.7,,,98.9,98.0,100.0,93.9,98.9,100.0,100.0,100.0,48.9,61.2,76.5,49.3,14.5,30.7,49.0,25.8,33.5,36.3,38.0,44.9,,,,,,,,,,,
1198,toilet tissue,Toilettenpapier,2,,,24,,,,,,,,,,,0.343560539,0.328558112,0.327881349,0.345318519,17.82012222,42.54914093,0.035814815,0.103715303,15.12114525,100.0,97.9,47.8,13.7,14.5,,,100.0,100.0,100.0,100.0,93.3,100.0,100.0,100.0,42.8,49.2,54.7,51.3,7.5,13.6,35.2,19.1,11.1,14.7,24.5,17.2,,,,,,,,,,,
1199,key,Schüssel ,2,,,25,,,,,,,,,,,0.369043792,0.344383625,0.286572583,0.49172963,18.37922222,39.4444313,0.085888889,0.174666898,17.71773338,90.7,95.2,44.1,18.1,35.7,,,82.7,93.2,100.0,95.6,85.7,100.0,100.0,100.0,42.1,46.3,41.7,44.3,17.9,18.4,23.3,16.1,30.6,34.8,36.7,44.8,,,,,,,,,,,
1200,watering can ,Gießkanne ,2,,,24,,,,,,,,,,,0.446627624,0.353700384,0.199671992,0.34922963,37.55178889,43.59996414,0.068277778,0.195509693,15.21240807,100.0,99.6,49.7,17.9,26.8,,,100.0,100.0,100.0,100.0,100.0,99.2,100.0,100.0,44.8,46.9,89.0,55.6,15.6,16.2,91.0,16.7,29.6,21.5,74.0,29.0,,,,,,,,,,,
1201,plate,Teller,2,,,25,,,,,,,,,,,0.389904343,0.338569583,0.271526074,0.524285185,36.34688148,55.75454712,0.082685185,0.157710322,16.42094231,92.6,95.5,45.1,17.2,33.6,,,96.3,90.2,75.0,98.8,86.0,98.3,100.0,100.0,46.1,46.2,41.0,41.6,16.4,17.9,7.3,19.6,27.6,32.0,31.0,47.1,,,,,,,,,,,
1202,suitcase,Koffer,2,,,24,,,,,,,,,,,0.232865109,0.264390643,0.502744248,0.236403704,37.40889259,57.54028702,0.049074074,0.207585894,16.70535851,99.8,100.0,55.2,33.1,28.2,,,100.0,99.6,100.0,100.0,100.0,100.0,100.0,100.0,48.4,58.8,59.0,57.1,20.2,44.5,1.0,32.4,25.9,30.1,23.0,28.5,,,,,,,,,,,
1203,chinese bowl with spoon,chinesische Schüssel und Löffel,2,,,25,,,,,,,,,,,0.35883869,0.32058694,0.32057437,0.251577778,13.54367037,58.31710052,0.058,0.230545005,16.65707207,98.5,99.4,51.5,23.9,31.3,,,97.8,98.9,100.0,97.9,97.8,100.0,100.0,99.3,51.9,52.1,69.0,44.7,27.2,21.1,38.0,22.7,24.5,32.8,20.7,37.5,,,,,,,,,,,
1204,bowl with open lid,Schale mit Deckel offen,2,,,25,,,,,,,,,,,0.228251514,0.337821317,0.433927169,0.479877778,43.49135926,80.14944458,0.141037037,0.293901997,17.8483429,94.4,97.9,45.5,18.5,30.6,,,95.8,99.6,75.0,90.9,95.8,98.3,100.0,98.7,48.4,49.1,34.8,40.0,19.3,21.8,2.5,17.7,26.6,37.0,17.8,28.5,,,,,,,,,,,
1205,bowl with closed lid,Schale mit Deckel geschlossen,2,,,25,,,,,,,,,,,0.202505339,0.339174262,0.4583204,0.471748148,80.66941111,35.14395905,0.054759259,0.116077317,16.80126953,44.0,47.0,42.7,15.2,37.8,,,51.4,43.1,0.0,43.4,49.4,39.2,25.0,64.5,41.0,40.9,49.5,47.8,13.1,12.6,44.8,17.9,38.9,35.1,45.3,40.1,,,,,,,,,,,
1206,iron pan,Gusseiserner Topf,2,,,25,,,,,,,,,,,0.325617812,0.371055664,0.303326523,0.314285185,53.91368889,72.46875,0.051537037,0.163981758,16.78796387,84.4,79.7,38.5,12.3,17.5,,,87.5,81.6,75.0,86.5,88.9,79.1,75.0,73.4,41.1,37.6,58.3,34.4,11.6,11.9,34.8,10.1,15.0,18.7,24.3,17.3,,,,,,,,,,,
1207,cooking pot ,Kochtopf ,2,,,25,,,,,,,,,,,0.255415494,0.293482568,0.451101938,0.277903704,49.94301852,55.49845886,0.044055556,0.158528134,16.22031021,97.4,98.7,48.4,19.5,23.6,,,100.0,97.2,100.0,91.7,100.0,100.0,100.0,91.7,49.3,46.5,60.0,48.5,16.1,18.1,49.3,20.6,20.0,24.6,36.8,23.7,,,,,,,,,,,
1208,broom,Besen,2,,,24,,,,,,,,,,,0.460361431,0.378960373,0.160678196,0.192681481,17.12301111,41.75540543,0.076148148,0.395202214,16.08646584,100.0,99.5,35.3,13.0,22.0,,,100.0,100.0,100.0,100.0,98.2,100.0,100.0,100.0,31.0,35.2,41.9,40.9,16.6,13.2,8.9,7.7,19.4,23.9,13.8,24.8,,,,,,,,,,,
1209,toaster ,Toaster ,2,,,25,,,,,,,,,,,0.326339572,0.339001094,0.334659334,0.461877778,44.25444074,67.53929138,0.092,0.199186894,16.53303337,97.2,100.0,52.0,21.2,42.7,,,100.0,98.2,75.0,100.0,100.0,100.0,100.0,100.0,48.9,53.1,51.3,53.6,18.8,25.8,19.5,18.5,42.5,46.8,58.5,33.6,,,,,,,,,,,
